"date","time","size","version","os","country","ip_id"
"2019-10-05","16:40:06",84778376,"3.6.1","win",NA,1
"2019-10-05","16:40:03",84775967,"3.6.1","win","US",460
"2019-10-05","16:40:09",79425818,"latest","osx","US",3
"2019-10-05","16:40:05",79433981,"latest","osx","US",3
"2019-10-05","06:55:31",84681891,"3.6.1","win",NA,1
"2019-10-05","06:56:48",29813393,"3.5.1","src","FR",461
"2019-10-05","06:57:26",79428299,"3.6.1","osx","HK",462
"2019-10-05","06:57:36",84776463,"3.6.1","win","AT",463
"2019-10-05","06:58:42",84776334,"3.6.1","win","EG",464
"2019-10-05","06:58:57",29813393,"3.5.1","src","FR",461
"2019-10-05","06:58:53",84775069,"3.6.1","win",NA,1
"2019-10-05","06:58:50",74889283,"3.3.3","osx","US",3
"2019-10-05","06:59:12",84781891,"3.6.1","win","LT",465
"2019-10-05","06:59:44",84774929,"3.6.1","win","NL",466
"2019-10-05","06:35:53",84935922,"3.6.1patched","win","US",20
"2019-10-05","06:36:07",84774777,"3.6.1","win","PL",163
"2019-10-05","06:36:17",79426984,"3.6.1","osx","US",467
"2019-10-05","06:36:49",84681891,"3.6.1","win","CN",468
"2019-10-05","06:38:22",79428243,"3.6.1","osx","CN",469
"2019-10-05","06:38:37",79430513,"3.6.1","osx","RU",470
"2019-10-05","06:38:44",84775141,"3.6.1","win","BG",471
"2019-10-05","06:38:55",84681890,"3.6.1","win","AU",472
"2019-10-05","06:39:47",84774932,"3.6.1","win","IN",473
"2019-10-05","06:40:01",84776117,"3.6.1","win","BE",474
"2019-10-05","20:21:07",84778951,"3.6.1","win","US",475
"2019-10-05","20:20:49",77266252,"3.4.4","osx","US",3
"2019-10-05","20:21:24",84774915,"3.6.1","win","US",476
"2019-10-05","20:21:22",79426944,"3.6.1","osx","GB",477
"2019-10-05","20:22:09",74973899,"3.3.3","osx","FR",478
"2019-10-05","20:22:14",1435708,"3.4.3","osx","RU",479
"2019-10-05","20:22:20",79338810,"latest","osx","US",3
"2019-10-05","20:23:32",84774808,"3.6.1","win","US",480
"2019-10-05","20:24:49",84774926,"3.6.1","win","US",481
"2019-10-05","20:25:18",84918478,"devel","win","US",11
"2019-10-05","20:24:57",79425928,"3.6.1","osx","GB",482
"2019-10-05","20:25:29",84921455,"3.6.1patched","win","US",23
"2019-10-05","20:25:20",84681891,"3.6.1","win","US",483
"2019-10-05","05:30:55",84934830,"3.6.1patched","win","US",12
"2019-10-05","05:32:49",84776368,"3.6.1","win","CR",484
"2019-10-05","05:33:30",84916907,"devel","win","US",11
"2019-10-05","05:34:06",84775140,"3.6.1","win","US",485
"2019-10-05","05:35:15",84934993,"3.6.1patched","win","US",12
"2019-10-05","18:45:46",83735562,"3.6.0","win","BR",486
"2019-10-05","18:47:23",79430625,"3.6.1","osx","CA",487
"2019-10-05","18:47:34",79432811,"latest","osx","US",3
"2019-10-05","18:47:31",79425979,"3.6.1","osx",NA,1
"2019-10-05","18:47:34",84681891,"3.6.1","win","CI",71
"2019-10-05","18:47:41",84774932,"3.6.1","win","DE",488
"2019-10-05","18:47:49",74971589,"3.3.3","osx","GB",489
"2019-10-05","18:48:07",84681884,"3.6.1","win","GB",490
"2019-10-05","18:49:06",79429707,"3.6.1","osx","US",491
"2019-10-05","18:49:17",84681891,"3.6.1","win","US",492
"2019-10-05","18:49:42",79426192,"3.6.1","osx","US",493
"2019-10-05","18:49:54",84778407,"3.6.1","win",NA,1
"2019-10-05","18:50:08",84774852,"3.6.1","win","AT",494
"2019-10-05","18:50:15",79426305,"3.6.1","osx","US",491
"2019-10-05","13:05:45",84774803,"3.6.1","win","CO",495
"2019-10-05","13:05:50",84681890,"3.6.1","win","CL",496
"2019-10-05","13:06:17",84775439,"3.6.1","win","JP",497
"2019-10-05","13:06:22",84774968,"3.6.1","win",NA,1
"2019-10-05","13:06:18",84929225,"3.6.1patched","win","US",12
"2019-10-05","13:06:53",84681892,"3.6.1","win","CL",496
"2019-10-05","13:06:51",84921435,"3.6.1patched","win","US",11
"2019-10-05","13:06:53",84782914,"3.6.1","win","US",498
"2019-10-05","13:07:01",84774879,"3.6.1","win",NA,1
"2019-10-05","13:07:17",84775223,"3.6.1","win","GB",499
"2019-10-05","13:07:09",28470502,"3.1.0","src","ES",500
"2019-10-05","13:07:32",84681884,"3.6.1","win","CN",501
"2019-10-05","13:07:32",78114110,"3.5.3","osx","US",3
"2019-10-05","13:08:04",71888363,"3.2.1","osx","DE",502
"2019-10-05","13:08:14",79426550,"3.6.1","osx","DE",503
"2019-10-05","13:09:05",84783120,"3.6.1","win","NL",504
"2019-10-05","13:09:17",79429594,"3.6.1","osx",NA,1
"2019-10-05","13:09:40",84681883,"3.6.1","win","IS",505
"2019-10-05","13:10:02",84784689,"3.6.1","win","GB",506
"2019-10-05","13:10:13",12648109,"3.6.1","win","CN",507
"2019-10-05","13:10:19",84922412,"devel","win","US",37
"2019-10-05","05:06:32",84782546,"3.6.1","win","US",23
"2019-10-05","05:07:08",84775235,"3.6.1","win","CA",508
"2019-10-05","05:07:24",74889290,"3.3.3","osx","US",3
"2019-10-05","05:08:05",84936218,"3.6.1patched","win","US",12
"2019-10-05","05:08:24",84775561,"3.6.1","win","VN",509
"2019-10-05","05:09:27",79426203,"3.6.1","osx","US",510
"2019-10-05","05:09:36",1244029,"2.11.0","osx","RU",511
"2019-10-05","05:09:53",84917351,"devel","win","US",37
"2019-10-05","00:32:27",84930764,"3.6.1patched","win","US",37
"2019-10-05","00:33:02",74889290,"3.3.3","osx","US",3
"2019-10-05","00:33:34",84933222,"3.6.1patched","win","US",20
"2019-10-05","00:34:04",84779416,"3.6.1","win","CO",512
"2019-10-05","00:34:58",84777461,"3.6.1","win","US",20
"2019-10-05","00:35:00",84681894,"3.6.1",NA,"US",11
"2019-10-05","00:00:08",84775242,"3.6.1","win","US",513
"2019-10-05","02:30:30",84774866,"3.6.1","win","TW",514
"2019-10-05","02:31:28",56751748,"3.6.1","win","RU",515
"2019-10-05","02:31:34",30463557,"3.6.1","src",NA,1
"2019-10-05","02:31:43",79429047,"3.6.1","osx","CA",516
"2019-10-05","02:31:41",84774879,"3.6.1","win","JP",517
"2019-10-05","02:31:49",79425963,"3.6.1","osx",NA,1
"2019-10-05","02:31:47",84775103,"3.6.1","win","US",518
"2019-10-05","02:32:17",84774770,"3.6.1","win","TW",519
"2019-10-05","02:32:06",84777947,"3.6.1","win","US",520
"2019-10-05","02:32:09",82555000,"3.4.4","win","US",20
"2019-10-05","02:32:54",84774925,"3.6.1","win","US",521
"2019-10-05","02:32:48",84681888,"3.6.1","win","AU",185
"2019-10-05","02:33:39",79425827,"latest","osx","US",3
"2019-10-05","02:34:07",84681891,"3.6.1","win",NA,1
"2019-10-05","02:34:25",84778695,"3.6.1","win","US",522
"2019-10-05","02:35:07",55738720,"3.6.1","win","US",518
"2019-10-05","22:55:42",84928230,"3.6.1patched","win","US",20
"2019-10-05","22:55:59",79434621,"latest","osx","US",3
"2019-10-05","22:56:08",84681891,"3.6.1","win","KR",523
"2019-10-05","22:56:20",79425820,"latest","osx","US",3
"2019-10-05","22:57:03",84775703,"3.6.1","win","US",524
"2019-10-05","22:57:24",83735566,"3.6.0","win","AR",525
"2019-10-05","22:57:22",79428876,"latest",NA,"US",3
"2019-10-05","22:57:25",84782943,"3.6.1","win","US",20
"2019-10-05","22:57:58",84774768,"3.6.1","win","US",526
"2019-10-05","22:58:41",84774891,"3.6.1","win","US",527
"2019-10-05","22:59:07",84930040,"3.6.1patched","win","US",11
"2019-10-05","03:21:34",84775223,"3.6.1","win","US",528
"2019-10-05","03:23:27",78114110,"3.5.3","osx","US",3
"2019-10-05","03:23:28",79426508,"3.6.1","osx","US",529
"2019-10-05","03:23:40",84774768,"3.6.1","win","CO",308
"2019-10-05","03:23:49",74889283,"3.3.3","osx","US",3
"2019-10-05","03:24:00",84774779,"3.6.1","win","JP",530
"2019-10-05","03:24:52",84778700,"3.6.1","win","US",12
"2019-10-05","03:25:25",84775719,"3.6.1","win","US",531
"2019-10-05","11:11:22",84776346,"3.6.1","win",NA,1
"2019-10-05","11:11:31",84775809,"3.6.1","win","SG",532
"2019-10-05","11:13:07",84775185,"3.6.1","win","CN",533
"2019-10-05","11:14:35",84774762,"3.6.1","win","BR",534
"2019-10-05","11:15:00",968019,"3.3.2","osx","RU",417
"2019-10-05","11:15:26",84775589,"3.6.1","win","DE",535
"2019-10-05","02:40:22",84777080,"3.6.1","win",NA,1
"2019-10-05","02:40:46",79426058,"3.6.1","osx","US",536
"2019-10-05","02:41:24",84681890,"3.6.1","win","CO",537
"2019-10-05","02:41:17",84774893,"3.6.1","win","PH",538
"2019-10-05","02:42:24",971829,"3.4.4","osx","RU",57
"2019-10-05","02:42:40",84681881,"3.6.1","win","BN",539
"2019-10-05","02:42:44",982889,"3.3.3","osx","RU",57
"2019-10-05","02:43:15",79338817,"3.6.1","osx","US",540
"2019-10-05","02:43:39",84681884,"3.6.1","win","US",541
"2019-10-05","02:45:05",78114110,"3.5.3","osx","US",3
"2019-10-05","05:26:04",84775634,"3.6.1","win","KR",542
"2019-10-05","05:27:04",84681895,"3.6.1","win","HK",543
"2019-10-05","05:27:38",84774790,"3.6.1","win","KR",542
"2019-10-05","05:27:41",74889283,"3.3.3","osx","US",3
"2019-10-05","05:28:12",84681890,"3.6.1","win","US",544
"2019-10-05","05:28:31",84775613,"3.6.1","win","HK",545
"2019-10-05","05:28:36",84681888,"3.6.1","win","KR",546
"2019-10-05","05:29:05",84783857,"3.6.1","win","US",23
"2019-10-05","05:30:21",77266252,"3.4.4","osx","US",3
"2019-10-05","14:25:34",84921444,"3.6.1patched","win","US",20
"2019-10-05","14:27:29",84927835,"3.6.1patched","win","US",37
"2019-10-05","14:27:41",84779338,"3.6.1","win","CO",547
"2019-10-05","14:27:50",84681884,"3.6.1","win","US",424
"2019-10-05","14:27:57",84774863,"3.6.1","win","GB",548
"2019-10-05","14:28:19",79433911,"latest","osx","US",3
"2019-10-05","14:28:33",79426007,"3.6.1","osx","GB",156
"2019-10-05","14:29:15",84775014,"3.6.1","win","AT",549
"2019-10-05","22:26:33",84774856,"3.6.1","win","US",550
"2019-10-05","22:27:27",84782789,"3.6.1","win",NA,1
"2019-10-05","22:27:48",84788134,"3.6.1","win","FR",551
"2019-10-05","22:28:06",84681891,"3.6.1","win","CN",552
"2019-10-05","22:29:17",84681884,"3.6.1","win","NG",553
"2019-10-05","22:29:56",79338810,"latest","osx","US",3
"2019-10-05","22:30:02",78114103,"3.5.3","osx","US",3
"2019-10-05","12:56:18",84681884,"3.6.1","win","CN",554
"2019-10-05","12:56:29",84776864,"3.6.1","win",NA,1
"2019-10-05","12:56:31",84681884,"3.6.1","win","GB",555
"2019-10-05","12:56:43",74889283,"3.3.3","osx","US",3
"2019-10-05","12:57:12",84774994,"3.6.1","win","KR",556
"2019-10-05","12:58:01",84774806,"3.6.1","win","FI",557
"2019-10-05","12:58:27",84783979,"3.6.1","win","NL",504
"2019-10-05","12:58:35",971829,"2.15.3","osx","RU",558
"2019-10-05","12:58:50",84774862,"3.6.1","win","IT",559
"2019-10-05","12:59:32",78102235,"3.5.0","osx","CN",560
"2019-10-05","12:59:56",79426277,"3.6.1","osx",NA,1
"2019-10-05","20:25:41",79429231,"3.6.1","osx","GB",561
"2019-10-05","20:26:08",78208096,"3.5.3","osx","US",3
"2019-10-05","20:26:49",79426738,"3.6.1","osx","US",562
"2019-10-05","20:27:06",84926292,"3.6.1patched","win","US",11
"2019-10-05","20:27:41",78114110,"3.5.3","osx","US",3
"2019-10-05","20:29:00",84780864,"3.6.1","win","US",12
"2019-10-05","20:29:41",84775400,"3.6.1","win","HR",563
"2019-10-05","20:29:43",84778721,"3.6.1","win",NA,1
"2019-10-05","00:41:05",84780513,"3.6.1","win",NA,1
"2019-10-05","00:42:05",84781459,"3.6.1","win","CA",564
"2019-10-05","00:42:44",79427247,"3.6.1","osx",NA,1
"2019-10-05","00:44:00",84931397,"3.6.1patched","win","US",23
"2019-10-05","00:44:26",84776461,"3.6.1","win","US",565
"2019-10-05","00:44:25",84929125,"3.6.1patched","win","US",20
"2019-10-05","00:44:55",82914836,"3.5.3","win","US",12
"2019-10-05","00:45:01",82456239,"3.4.4","win","US",12
"2019-10-05","00:44:58",84776409,"3.6.1","win","CA",564
"2019-10-05","15:00:48",84775895,"3.6.1","win","IT",566
"2019-10-05","15:00:55",84774896,"3.6.1","win","GB",567
"2019-10-05","15:01:26",79425827,"latest","osx","US",3
"2019-10-05","15:01:32",546,"3.6.1","win","SE",294
"2019-10-05","15:01:37",79425982,"3.6.1","osx","PL",568
"2019-10-05","15:01:50",84777570,"3.6.1","win","US",23
"2019-10-05","15:02:00",84774797,"3.6.1","win","DK",569
"2019-10-05","15:02:08",1049122,"3.6.1","win",NA,1
"2019-10-05","15:01:57",5018806,"3.6.1","win",NA,1
"2019-10-05","15:02:09",84779361,"3.6.1","win","CH",570
"2019-10-05","15:02:22",84776102,"3.6.1","win",NA,1
"2019-10-05","15:03:02",79338817,"latest","osx","US",3
"2019-10-05","15:03:22",84776570,"3.6.1","win","GB",571
"2019-10-05","15:03:37",79426617,"3.6.1","osx","US",572
"2019-10-05","15:04:12",84774880,"3.6.1","win","CH",573
"2019-10-05","15:04:16",79427359,"3.6.1","osx","US",574
"2019-10-05","15:04:50",1057520,"3.6.1","win",NA,1
"2019-10-05","15:05:03",79425819,"3.6.1","osx","US",575
"2019-10-05","16:11:01",79427213,"3.6.1","osx",NA,1
"2019-10-05","16:11:18",78207580,"3.5.3","osx","US",3
"2019-10-05","16:11:22",84681891,"3.6.1","win",NA,1
"2019-10-05","16:11:19",79431633,"latest","osx","US",3
"2019-10-05","16:11:25",84774912,"3.6.1","win",NA,1
"2019-10-05","16:11:48",84774815,"3.6.1","win","JP",576
"2019-10-05","16:11:52",84776746,"3.6.1","win","JP",576
"2019-10-05","16:12:16",79472011,"3.6.0","osx","GB",298
"2019-10-05","16:12:46",84779258,"3.6.1","win","GB",577
"2019-10-05","16:12:49",84776202,"3.6.1","win","FI",578
"2019-10-05","16:13:04",84681884,"3.6.1","win",NA,1
"2019-10-05","16:13:08",84928654,"3.6.1patched","win","US",23
"2019-10-05","16:13:19",84681885,"3.6.1","win","IN",579
"2019-10-05","16:13:42",84774986,"3.6.1","win",NA,1
"2019-10-05","16:13:42",84681891,"3.6.1","win","KR",580
"2019-10-05","16:14:19",84776652,"3.6.1","win","ES",581
"2019-10-05","16:14:35",84681884,"3.6.1","win",NA,1
"2019-10-05","16:14:49",84681884,"3.6.1","win","DE",582
"2019-10-05","16:14:56",30497696,"3.6.1","src","JP",583
"2019-10-05","16:15:05",84775874,"3.6.1","win","US",584
"2019-10-05","16:15:27",84774887,"3.6.1","win",NA,1
"2019-10-05","16:15:37",84775752,"3.6.1","win",NA,1
"2019-10-05","09:50:40",79426040,"3.6.1","osx","IN",585
"2019-10-05","09:51:02",84681880,"3.6.1","win",NA,1
"2019-10-05","09:51:10",84774843,"3.6.1","win","IN",586
"2019-10-05","09:51:29",84784938,"3.6.1","win","US",11
"2019-10-05","09:51:40",79338810,"3.6.1","osx","UA",587
"2019-10-05","09:52:14",84681884,"3.6.1","win",NA,1
"2019-10-05","09:52:28",79426651,"latest","osx","US",3
"2019-10-05","09:52:30",77266252,"3.4.4","osx","US",3
"2019-10-05","09:52:38",79426215,"3.6.1","osx","FR",588
"2019-10-05","09:53:14",84774762,"3.6.1","win","US",11
"2019-10-05","09:53:27",78114110,"3.5.3","osx","US",3
"2019-10-05","09:54:19",84774996,"3.6.1","win","GB",589
"2019-10-05","09:54:24",970381,"2.14.0","osx","RU",121
"2019-10-05","09:54:31",84925852,"3.6.1patched","win","US",23
"2019-10-05","09:54:55",84681895,"3.6.1","win","AT",116
"2019-10-05","09:54:38",82799168,"3.5.2","win","PL",81
"2019-10-05","09:55:01",79427569,"3.6.1","osx","ES",168
"2019-10-05","09:55:06",84775761,"3.6.1","win","IT",590
"2019-10-05","09:55:22",84783977,"3.6.1","win","ES",591
"2019-10-05","20:05:48",84681884,"3.6.1","win","US",592
"2019-10-05","20:06:02",84921461,"3.6.1patched","win","US",23
"2019-10-05","20:06:02",84775103,"3.6.1","win","CR",593
"2019-10-05","20:06:16",84774852,"3.6.1","win","EG",594
"2019-10-05","20:06:36",84774885,"3.6.1","win","NO",595
"2019-10-05","20:07:19",79427125,"latest","osx","US",596
"2019-10-05","20:07:39",84774897,"3.6.1","win",NA,1
"2019-10-05","20:07:34",84774878,"3.6.1","win",NA,1
"2019-10-05","20:07:27",84780756,"3.6.1","win","US",37
"2019-10-05","20:08:24",79338805,"3.6.1","osx","US",450
"2019-10-05","20:08:27",78114105,"3.5.3","osx","US",450
"2019-10-05","20:08:30",77266247,"3.4.4","osx","US",450
"2019-10-05","20:08:48",3751602,"3.6.1","win",NA,1
"2019-10-05","20:09:21",79426060,"3.6.1","osx",NA,1
"2019-10-05","20:09:41",84774976,"3.6.1","win","NL",597
"2019-10-05","20:10:11",84774780,"3.6.1","win",NA,1
"2019-10-05","20:10:38",84781719,"3.6.1","win","BB",598
"2019-10-05","13:21:23",78230054,"3.4.0","win","US",11
"2019-10-05","13:21:32",30497058,"3.6.1","src","IT",599
"2019-10-05","13:21:28",84774987,"3.6.1","win","US",600
"2019-10-05","13:21:50",84809042,"3.6.1","win",NA,1
"2019-10-05","13:22:12",84774948,"3.6.1","win","CO",601
"2019-10-05","13:22:39",84775685,"3.6.1","win",NA,1
"2019-10-05","13:23:12",84681891,"3.6.1","win","CH",602
"2019-10-05","13:23:22",79338820,"latest","osx","US",127
"2019-10-05","13:23:43",84777092,"3.6.1","win","JP",603
"2019-10-05","13:24:02",84774880,"3.6.1","win","NL",604
"2019-10-05","13:24:20",84921705,"devel","win","US",23
"2019-10-05","13:24:42",79427035,"3.6.1","osx","US",605
"2019-10-05","13:25:27",74889289,"3.3.3","osx","US",3
"2019-10-05","12:05:48",84776254,"3.6.1","win","FR",606
"2019-10-05","12:07:17",79426791,"3.6.1","osx",NA,1
"2019-10-05","12:08:03",84774870,"3.6.1","win","ES",607
"2019-10-05","12:08:28",84681884,"3.6.1","win",NA,1
"2019-10-05","12:08:35",84778044,"3.6.1","win","RU",608
"2019-10-05","12:08:33",84681884,"3.6.1","win","ES",609
"2019-10-05","12:08:57",84780107,"3.6.1","win","IN",610
"2019-10-05","12:09:07",84783167,"3.6.1","win","US",23
"2019-10-05","12:09:35",8307870,"3.6.1","win","NG",611
"2019-10-05","12:09:41",82918842,"3.5.3","win","US",37
"2019-10-05","12:10:12",74971815,"3.3.3","osx","GB",612
"2019-10-05","12:10:16",84774996,"3.6.1","win","ES",613
"2019-10-05","20:55:49",84776646,"3.6.1","win","AR",614
"2019-10-05","20:55:44",79426103,"3.6.1","osx","US",615
"2019-10-05","20:56:10",79426084,"3.6.1","osx",NA,1
"2019-10-05","20:56:55",84775284,"3.6.1","win","US",616
"2019-10-05","20:56:53",78086345,"3.5.2","osx","US",617
"2019-10-05","20:58:24",84681891,"3.6.1","win","US",618
"2019-10-05","20:58:35",84681884,"3.6.1","win",NA,1
"2019-10-05","20:58:38",84681893,"3.6.1","win","US",619
"2019-10-05","20:58:55",84681890,"3.6.1","win",NA,1
"2019-10-05","20:59:26",84681884,"3.6.1","win",NA,1
"2019-10-05","00:21:41",84776232,"3.6.1","win","AR",620
"2019-10-05","00:22:01",74971482,"3.3.3","osx",NA,1
"2019-10-05","00:22:21",84932428,"3.6.1patched","win","US",20
"2019-10-05","00:22:43",74286549,"3.3.3","win","US",37
"2019-10-05","00:23:47",84681891,"3.6.1","win",NA,1
"2019-10-05","00:24:29",79432540,"latest","osx","US",3
"2019-10-05","00:24:40",84774916,"3.6.1","win","CO",621
"2019-10-05","00:25:09",84681888,"3.6.1","win","CN",622
"2019-10-05","19:45:41",79426431,"3.6.1","osx",NA,1
"2019-10-05","19:45:56",79425842,"3.6.1","osx","PL",623
"2019-10-05","19:46:19",84776607,"3.6.1","win","MX",624
"2019-10-05","19:46:45",84921445,"3.6.1patched","win","US",37
"2019-10-05","19:46:58",79425827,"latest","osx","US",3
"2019-10-05","19:46:09",79426121,"3.6.1","osx",NA,1
"2019-10-05","19:46:53",84921443,"3.6.1patched","win","US",37
"2019-10-05","19:47:05",79425845,"latest","osx","US",3
"2019-10-05","19:47:23",84778062,"3.6.1","win",NA,1
"2019-10-05","19:47:41",84774834,"3.6.1","win","PL",625
"2019-10-05","19:47:48",79425825,"latest","osx","US",3
"2019-10-05","19:47:49",84774960,"3.6.1","win","GR",626
"2019-10-05","19:48:10",84681883,"3.6.1","win","VE",627
"2019-10-05","19:48:34",84781575,"3.6.1","win","US",11
"2019-10-05","19:48:40",84921461,"3.6.1patched","win","US",20
"2019-10-05","19:49:09",84781501,"3.6.1","win","US",628
"2019-10-05","19:49:31",79425815,"latest","osx","US",3
"2019-10-05","19:49:22",84681884,"3.6.1","win",NA,1
"2019-10-05","19:49:56",84777919,"3.6.1","win","RU",629
"2019-10-05","19:50:19",84921481,"3.6.1patched","win","US",23
"2019-10-05","02:26:12",84779150,"3.6.1","win","US",630
"2019-10-05","02:26:40",84775145,"3.6.1","win",NA,1
"2019-10-05","02:27:55",84775037,"3.6.1","win",NA,1
"2019-10-05","02:28:08",84775436,"3.6.1","win","US",631
"2019-10-05","02:29:36",84681891,"3.6.1","win",NA,1
"2019-10-05","02:30:07",79338819,"latest","osx","US",3
"2019-10-05","19:10:44",79425826,"latest","osx","US",3
"2019-10-05","19:10:52",79425843,"latest","osx","US",3
"2019-10-05","19:11:09",84781773,"3.6.1","win","PY",632
"2019-10-05","19:11:29",84781646,"3.6.1","win","RO",633
"2019-10-05","19:11:46",84775543,"3.6.1","win","US",634
"2019-10-05","19:12:22",84775373,"3.6.1","win","US",635
"2019-10-05","19:12:31",79338816,"latest","osx","US",3
"2019-10-05","19:13:16",84774853,"3.6.1","win",NA,1
"2019-10-05","19:13:52",84774924,"3.6.1","win","GB",636
"2019-10-05","19:14:16",84681891,"3.6.1","win","US",637
"2019-10-05","19:14:22",84775022,"3.6.1","win","US",638
"2019-10-05","19:14:46",84778119,"3.6.1","win","PY",632
"2019-10-05","02:20:29",84774930,"3.6.1","win",NA,1
"2019-10-05","02:20:52",84930207,"3.6.1patched","win","US",11
"2019-10-05","02:21:14",84776210,"3.6.1","win","US",518
"2019-10-05","02:22:13",84780159,"3.6.1","win","CA",639
"2019-10-05","02:24:40",84681895,"3.6.1","win","MY",374
"2019-10-05","02:25:12",84775334,"3.6.1","win","TW",640
"2019-10-05","02:25:24",84775455,"3.6.1","win","US",641
"2019-10-05","09:05:59",84775163,"3.6.1","win","TW",642
"2019-10-05","09:06:15",84775148,"3.6.1","win",NA,1
"2019-10-05","09:06:26",74889290,"3.3.3","osx","US",3
"2019-10-05","09:06:20",84774886,"3.6.1","win","FR",643
"2019-10-05","09:06:20",84774897,"3.6.1","win","IN",644
"2019-10-05","09:06:28",84681891,"3.6.1","win","TW",645
"2019-10-05","09:06:55",1031468,"3.6.1","win","US",12
"2019-10-05","09:06:42",84774852,"3.6.1","win",NA,1
"2019-10-05","09:06:56",1047299,"3.6.1","win","US",12
"2019-10-05","09:06:57",84908160,"devel","win","US",37
"2019-10-05","09:07:21",84775265,"3.6.1","win","NL",646
"2019-10-05","09:07:42",84775300,"3.6.1","win",NA,1
"2019-10-05","09:08:04",971829,"3.5.1","osx","RU",558
"2019-10-05","09:08:17",84778559,"3.6.1","win","US",647
"2019-10-05","09:08:34",84935720,"3.6.1patched","win","US",23
"2019-10-05","09:08:53",84774895,"3.6.1","win","PL",648
"2019-10-05","09:09:04",84925861,"3.6.1patched","win","US",20
"2019-10-05","09:09:11",6298742,"3.6.1","win","AR",649
"2019-10-05","09:09:58",84774977,"3.6.1","win","GB",650
"2019-10-05","09:09:51",84775042,"3.6.1","win","AU",651
"2019-10-05","09:10:19",84780142,"3.6.1","win","IL",652
"2019-10-05","21:36:48",79427039,"3.6.1","osx","GB",653
"2019-10-05","21:36:59",84681890,"3.6.1","win",NA,1
"2019-10-05","21:37:11",84681883,"3.6.1","win",NA,1
"2019-10-05","21:37:34",84774896,"3.6.1","win","TN",654
"2019-10-05","21:37:40",84927728,"3.6.1patched","win","US",11
"2019-10-05","21:38:16",4198455,"3.6.1","osx","US",655
"2019-10-05","21:38:29",84775172,"3.6.1","win","US",656
"2019-10-05","21:38:36",84779541,"3.6.1","win",NA,1
"2019-10-05","21:38:51",84774880,"3.6.1","win",NA,1
"2019-10-05","21:39:11",84776572,"3.6.1","win","UY",657
"2019-10-05","21:39:29",84775096,"3.6.1","win","MX",658
"2019-10-05","21:39:31",84681884,"3.6.1","win","US",659
"2019-10-05","15:50:23",84928439,"3.6.1patched","win","US",11
"2019-10-05","15:51:19",84777390,"3.6.1","win",NA,1
"2019-10-05","15:51:37",84775345,"3.6.1","win",NA,1
"2019-10-05","15:51:54",84775776,"3.6.1","win",NA,1
"2019-10-05","15:51:54",79425827,"latest","osx","US",3
"2019-10-05","15:51:57",79426998,"3.6.1","osx","US",660
"2019-10-05","15:51:17",84774833,"3.6.1","win",NA,1
"2019-10-05","15:52:35",84774902,"3.6.1","win",NA,1
"2019-10-05","15:52:59",82556221,"3.4.4","win","US",23
"2019-10-05","15:54:07",84921454,"3.6.1patched","win","US",23
"2019-10-05","15:54:20",84774948,"3.6.1","win","US",661
"2019-10-05","15:55:17",84776083,"3.6.1","win","GB",662
"2019-10-05","15:55:28",79425930,"3.6.1","osx","LK",663
"2019-10-05","11:05:37",14503415,"3.6.1","win","US",664
"2019-10-05","11:05:40",84778261,"3.6.1","win","RO",665
"2019-10-05","11:05:57",74368885,"3.3.3","win","PL",81
"2019-10-05","11:05:59",84778369,"3.6.1","win","DE",666
"2019-10-05","11:06:00",79427933,"3.6.1","osx","US",667
"2019-10-05","11:06:16",74368051,"3.3.3","win","PL",81
"2019-10-05","11:06:16",84775047,"3.6.1","win","DE",666
"2019-10-05","11:06:19",84774818,"3.6.1","win","AR",668
"2019-10-05","11:06:37",84776671,"3.6.1","win","CN",669
"2019-10-05","11:06:31",84775436,"3.6.1","win","VN",670
"2019-10-05","11:06:51",84775388,"3.6.1","win","AR",668
"2019-10-05","11:07:03",79426233,"3.6.1","osx","IT",671
"2019-10-05","11:07:08",74368680,"3.3.3","win","PL",81
"2019-10-05","11:07:37",84681884,"3.6.1","win","NG",672
"2019-10-05","11:07:24",79426551,"3.6.1","osx","IN",673
"2019-10-05","11:07:40",85004957,"3.6.1patched","win","US",37
"2019-10-05","11:07:36",84776289,"3.6.1","win","CH",674
"2019-10-05","11:07:59",84681891,"3.6.1","win",NA,1
"2019-10-05","11:08:09",79429113,"3.6.1","osx","ES",675
"2019-10-05","11:08:51",84784415,"3.6.1","win","FR",676
"2019-10-05","11:09:09",84775100,"3.6.1","win","BR",534
"2019-10-05","11:09:10",84681891,"3.6.1","win","KR",677
"2019-10-05","11:09:42",84774860,"3.6.1","win","KR",678
"2019-10-05","11:09:51",84785576,"3.6.1","win",NA,1
"2019-10-05","11:10:20",84775363,"3.6.1","win",NA,1
"2019-10-05","15:05:08",84681884,"3.6.1","win","US",679
"2019-10-05","15:06:31",43830948,"3.6.1","osx","IT",680
"2019-10-05","15:06:48",84776583,"3.6.1","win","US",681
"2019-10-05","15:06:50",84774977,"3.6.1","win","HR",682
"2019-10-05","15:07:21",84921436,"3.6.1patched","win","US",12
"2019-10-05","15:07:21",79425836,"3.6.1","osx",NA,1
"2019-10-05","15:07:49",84775064,"3.6.1","win","GB",683
"2019-10-05","15:08:32",84775901,"3.6.1","win","TW",684
"2019-10-05","15:08:53",84775291,"3.6.1","win",NA,1
