"date","time","size","version","os","country","ip_id"
"2019-10-05","12:44:37",30497111,"3.6.1","src","NL",951
"2019-10-05","12:45:02",79428916,"latest","osx","US",3
"2019-10-05","12:45:01",84775320,"3.6.1","win",NA,1
"2019-10-05","12:45:03",79425833,"latest","osx","US",3
"2019-10-05","08:35:59",84936360,"3.6.1patched","win","US",12
"2019-10-05","08:36:21",84777499,"3.6.1","win","AU",952
"2019-10-05","08:36:40",84681891,"3.6.1","win","CN",953
"2019-10-05","08:37:17",78114110,"3.5.3","osx","US",3
"2019-10-05","08:37:29",84775355,"3.6.1","win","DE",954
"2019-10-05","08:37:29",84774896,"3.6.1","win","IT",955
"2019-10-05","08:37:58",82819531,"3.5.3","win","US",23
"2019-10-05","08:38:07",84774897,"3.6.1","win","IN",956
"2019-10-05","08:38:28",25217299,"3.6.1","win",NA,1
"2019-10-05","08:39:07",84775652,"3.6.1","win","SG",957
"2019-10-05","08:39:19",84925853,"3.6.1patched","win","US",20
"2019-10-05","08:39:17",77266252,"3.4.4","osx","US",3
"2019-10-05","08:39:56",84782037,"3.6.1","win","RO",909
"2019-10-05","08:39:54",84910741,"devel","win","US",23
"2019-10-05","08:39:56",84681891,"3.6.1","win","CN",958
"2019-10-05","08:40:10",540,"3.6.1","win","CN",959
"2019-10-05","04:21:42",84779253,"3.6.1","win","CN",960
"2019-10-05","04:22:07",84783433,"3.6.1","win","US",12
"2019-10-05","04:23:15",84786593,"3.6.1","win","KR",961
"2019-10-05","04:24:03",84774897,"3.6.1","win","IN",962
"2019-10-05","04:25:04",74889283,"3.3.3","osx","US",3
"2019-10-05","04:25:22",84774779,"3.6.1","win","MY",963
"2019-10-05","23:35:56",84776111,"3.6.1","win","CA",964
"2019-10-05","23:36:54",79338817,"latest","osx","US",3
"2019-10-05","23:36:51",74889290,"3.3.3","osx","US",3
"2019-10-05","23:37:03",84774834,"3.6.1","win","US",965
"2019-10-05","23:37:44",84924460,"3.6.1patched","win","US",23
"2019-10-05","23:38:36",84775424,"3.6.1","win",NA,1
"2019-10-05","01:15:51",84777983,"3.6.1","win","CA",966
"2019-10-05","01:16:21",79425945,"3.6.1","osx","US",967
"2019-10-05","01:16:15",84681884,"3.6.1","win","US",968
"2019-10-05","01:17:33",79338817,"latest","osx","US",3
"2019-10-05","01:18:02",79433863,"3.6.1","osx",NA,1
"2019-10-05","01:18:24",84782184,"3.6.1","win","TW",969
"2019-10-05","01:18:17",84930097,"3.6.1patched","win","US",11
"2019-10-05","01:18:49",84775558,"3.6.1","win","GB",970
"2019-10-05","01:19:20",84774984,"3.6.1","win","TW",971
"2019-10-05","01:19:35",84782430,"3.6.1","win","US",972
"2019-10-05","01:19:36",84774770,"3.6.1","win","TW",973
"2019-10-05","01:20:07",84681890,"3.6.1","win","FR",974
"2019-10-05","01:20:29",84775395,"3.6.1","win","US",975
"2019-10-05","01:20:29",84775343,"3.6.1","win",NA,1
"2019-10-05","07:45:55",84775109,"3.6.1","win","AU",976
"2019-10-05","07:46:25",84681891,"3.6.1","win","ES",977
"2019-10-05","07:46:54",79426327,"latest","osx","US",3
"2019-10-05","07:47:01",84781019,"3.6.1","win","UG",978
"2019-10-05","07:47:14",84681884,"3.6.1","win","CH",979
"2019-10-05","07:47:06",77355109,"3.4.4","osx","US",3
"2019-10-05","07:47:33",84775244,"3.6.1","win",NA,1
"2019-10-05","07:48:21",79338817,"3.6.1","osx","IT",980
"2019-10-05","07:48:39",84776226,"3.6.1","win",NA,1
"2019-10-05","07:49:09",79426382,"3.6.1","osx","CN",981
"2019-10-05","07:49:07",79433114,"3.6.1","osx",NA,1
"2019-10-05","10:16:11",78114103,"3.5.3","osx","US",3
"2019-10-05","10:16:35",79426728,"latest","osx","US",3
"2019-10-05","10:16:39",84908161,"devel","win","US",23
"2019-10-05","10:16:59",84775347,"3.6.1","win","ES",982
"2019-10-05","10:17:06",84681884,"3.6.1","win","ES",983
"2019-10-05","10:17:38",973775,"2.14.1","osx","RU",121
"2019-10-05","10:17:54",84681884,"3.6.1","win","GB",984
"2019-10-05","10:18:05",973514,"3.4.3","osx","RU",121
"2019-10-05","10:17:58",79338820,"latest","osx","US",3
"2019-10-05","10:17:30",84775680,"3.6.1","win","GB",985
"2019-10-05","10:18:26",84777371,"3.6.1","win","IT",986
"2019-10-05","10:18:55",84681884,"3.6.1","win","GB",987
"2019-10-05","10:19:14",74369269,"3.3.3","win","PL",81
"2019-10-05","10:19:13",65663874,"3.2.5","win","PL",81
"2019-10-05","10:19:26",64230411,"3.4.0","osx","ES",988
"2019-10-05","02:16:49",84777557,"3.6.1","win","GB",989
"2019-10-05","02:16:02",84778280,"3.6.1","win","US",12
"2019-10-05","02:17:33",84776787,"3.6.1","win","US",990
"2019-10-05","02:17:52",79338810,"latest","osx","US",3
"2019-10-05","02:17:48",79338810,"latest","osx","US",3
"2019-10-05","02:18:10",84775913,"3.6.1","win","CA",991
"2019-10-05","02:18:30",84783135,"3.6.1","win","NZ",992
"2019-10-05","02:18:47",84777281,"3.6.1","win","US",56
"2019-10-05","02:18:58",84798746,"3.6.1","win","JP",993
"2019-10-05","02:19:02",78114110,"3.5.3","osx","US",3
"2019-10-05","02:19:27",84681894,"3.6.1","win","CN",994
"2019-10-05","02:18:16",84932574,"3.6.1patched","win","US",20
"2019-10-05","02:20:08",84681891,"3.6.1","win",NA,1
"2019-10-05","12:35:51",79338810,"latest","osx","US",127
"2019-10-05","12:35:44",79425834,"latest","osx","US",3
"2019-10-05","12:35:51",79426733,"3.6.1","osx","ES",168
"2019-10-05","12:36:02",84783210,"3.6.1","win",NA,1
"2019-10-05","12:36:05",84786209,"3.6.1","win","ID",995
"2019-10-05","12:36:00",84774788,"3.6.1","win","CN",996
"2019-10-05","12:37:09",84681890,"3.6.1","win",NA,1
"2019-10-05","12:37:33",84820476,"devel","win","RU",997
"2019-10-05","12:36:19",84774816,"3.6.1","win","JP",947
"2019-10-05","12:37:33",83002296,"3.5.3","win","KR",998
"2019-10-05","12:38:14",84775131,"3.6.1","win","GB",999
"2019-10-05","12:38:52",84775559,"3.6.1","win","AT",1000
"2019-10-05","12:39:19",84929723,"3.6.1patched","win","US",23
"2019-10-05","12:39:22",84783731,"3.6.1","win","US",37
"2019-10-05","12:39:54",84775896,"3.6.1","win","DE",1001
"2019-10-05","12:39:56",79429004,"3.6.1","osx",NA,1
"2019-10-05","13:25:51",84775748,"3.6.1","win","KR",1002
"2019-10-05","13:26:05",84776985,"3.6.1","win","PL",109
"2019-10-05","13:25:59",84775600,"3.6.1","win","KR",1003
"2019-10-05","13:26:09",84776909,"3.6.1","win",NA,1
"2019-10-05","13:26:21",84775815,"3.6.1","win","IT",1004
"2019-10-05","13:26:35",77266245,"3.4.4","osx","US",3
"2019-10-05","13:26:37",84782204,"3.6.1","win","CO",601
"2019-10-05","13:26:36",84775924,"3.6.1","win","GB",1005
"2019-10-05","13:26:42",73663917,"3.3.1","win","CN",1006
"2019-10-05","13:27:19",84775131,"3.6.1","win","CZ",1007
"2019-10-05","13:27:12",78114103,"3.5.3","osx","US",3
"2019-10-05","13:27:46",73648950,"3.3.1","win","CN",1006
"2019-10-05","13:27:59",30186973,"3.5.2","src","UA",1008
"2019-10-05","13:28:17",79426016,"latest","osx","US",3
"2019-10-05","13:28:53",1016577,"3.6.1","win","RO",709
"2019-10-05","13:28:55",79429029,"latest","osx","US",3
"2019-10-05","13:29:26",84783724,"3.6.1","win","US",1009
"2019-10-05","13:29:36",84783869,"3.6.1","win","GB",506
"2019-10-05","13:30:04",79427078,"latest","osx","US",3
"2019-10-05","13:30:26",84775742,"3.6.1","win",NA,1
"2019-10-05","00:45:57",84931447,"3.6.1patched","win","US",37
"2019-10-05","00:46:47",84774837,"3.6.1","win",NA,1
"2019-10-05","00:47:16",79338817,"latest","osx","US",3
"2019-10-05","00:47:28",84927534,"3.6.1patched","win","US",23
"2019-10-05","00:47:40",84774875,"3.6.1","win","US",1010
"2019-10-05","00:48:00",79338810,"latest","osx","US",127
"2019-10-05","00:48:45",84775190,"3.6.1","win","TW",1011
"2019-10-05","00:49:02",78114110,"3.5.3","osx","US",3
"2019-10-05","00:49:22",84929731,"3.6.1patched","win","US",12
"2019-10-05","00:50:12",84681891,"3.6.1","win","CO",1012
"2019-10-05","00:50:08",84681891,"3.6.1","win","GB",1013
"2019-10-05","00:50:26",84778416,"3.6.1","win","US",256
"2019-10-05","00:50:25",74286549,"3.3.3","win","US",23
"2019-10-05","10:30:41",84775801,"3.6.1","win","ID",1014
"2019-10-05","10:31:01",79427053,"3.6.1","osx","US",1015
"2019-10-05","10:31:44",84681891,"3.6.1","win","AT",116
"2019-10-05","10:33:02",84775545,"3.6.1","win","PT",1016
"2019-10-05","10:33:06",82456239,"3.4.4","win","US",12
"2019-10-05","10:33:49",84779117,"3.6.1","win",NA,1
"2019-10-05","10:34:04",84681891,"3.6.1","win","US",1017
"2019-10-05","10:34:08",84681894,"3.6.1","win","AT",116
"2019-10-05","10:34:27",84783053,"3.6.1","win","CN",1018
"2019-10-05","10:34:51",84774961,"3.6.1","win",NA,1
"2019-10-05","10:34:59",84681890,"3.6.1","win","US",1019
"2019-10-05","10:35:16",84775265,"3.6.1","win","GB",1020
"2019-10-05","14:31:13",84774798,"3.6.1","win",NA,1
"2019-10-05","14:31:22",77266252,"3.4.4","osx","US",3
"2019-10-05","14:31:46",84780447,"3.6.1","win","BG",1021
"2019-10-05","14:32:24",84681883,"3.6.1","win","PE",1022
"2019-10-05","14:32:24",79431939,"3.6.1","osx","HK",1023
"2019-10-05","14:33:18",32180513,"3.6.1","win","US",1024
"2019-10-05","14:33:29",84782114,"3.6.1","win",NA,1
"2019-10-05","14:34:01",84776660,"3.6.1","win",NA,1
"2019-10-05","14:35:32",74286546,"3.3.3","win","PL",1025
"2019-10-05","17:20:24",77266240,"3.4.4","osx","US",450
"2019-10-05","17:20:25",79338815,"3.6.1","osx","US",450
"2019-10-05","17:20:37",84777101,"3.6.1","win",NA,1
"2019-10-05","17:20:53",79425915,"3.6.1","osx","FI",1026
"2019-10-05","17:21:13",79428257,"3.6.1","osx",NA,1
"2019-10-05","17:21:23",84783250,"3.6.1","win","NL",1027
"2019-10-05","17:21:25",84776054,"3.6.1","win","US",1028
"2019-10-05","17:21:27",79431471,"latest","osx","US",3
"2019-10-05","17:21:43",84681891,"3.6.1","win","GB",1029
"2019-10-05","17:21:49",84774758,"3.6.1","win","US",1030
"2019-10-05","17:22:06",79426250,"3.6.1","osx","DE",1031
"2019-10-05","17:22:24",79426421,"3.6.1","osx","FR",1032
"2019-10-05","17:22:53",79426368,"3.6.1","osx","GB",1033
"2019-10-05","17:23:16",74889290,"3.3.3","osx","US",3
"2019-10-05","17:24:25",84681891,"3.6.1","win","CN",1034
"2019-10-05","17:24:32",84775202,"3.6.1","win","ES",1035
"2019-10-05","17:24:14",84774780,"3.6.1","win","PL",1036
"2019-10-05","15:20:34",84775532,"3.6.1","win","NL",1037
"2019-10-05","15:20:40",79426836,"3.6.1","osx","MX",1038
"2019-10-05","15:20:51",84681891,"3.6.1","win","PL",1039
"2019-10-05","15:20:57",79425996,"latest","osx","US",3
"2019-10-05","15:20:57",74972003,"3.3.3","osx","CO",1040
"2019-10-05","15:21:11",79426249,"latest","osx","US",3
"2019-10-05","15:21:10",84681891,"3.6.1","win","KR",1041
"2019-10-05","15:21:55",84681891,"3.6.1","win","IT",1042
"2019-10-05","15:21:56",84775158,"3.6.1","win",NA,1
"2019-10-05","15:21:55",77356545,"3.4.4","osx","US",3
"2019-10-05","15:21:58",84774883,"3.6.1","win",NA,1
"2019-10-05","15:22:49",77266252,"3.4.4","osx","US",3
"2019-10-05","15:23:38",84775779,"3.6.1","win",NA,1
"2019-10-05","15:23:34",84776003,"3.6.1","win","IN",1043
"2019-10-05","15:23:34",84775494,"3.6.1","win","CA",1044
"2019-10-05","15:23:51",78114110,"3.5.3","osx","US",3
"2019-10-05","15:24:10",84777467,"3.6.1","win","AM",1045
"2019-10-05","15:24:16",84774915,"3.6.1","win","HR",1046
"2019-10-05","15:24:16",84681891,"3.6.1","win",NA,1
"2019-10-05","15:24:49",84784833,"3.6.1","win","ES",1047
"2019-10-05","15:24:56",84930103,"3.6.1patched","win","US",23
"2019-10-05","15:25:23",84775199,"3.6.1","win","MY",1048
"2019-10-05","15:25:32",84921451,"3.6.1patched","win","US",12
"2019-10-05","04:45:58",84781155,"3.6.1","win",NA,1
"2019-10-05","04:46:42",84681891,"3.6.1","win","US",1049
"2019-10-05","04:46:45",84781707,"3.6.1","win","US",23
"2019-10-05","04:47:07",79338817,"latest","osx","US",361
"2019-10-05","04:47:29",78114110,"3.5.3","osx","US",3
"2019-10-05","04:48:22",79338817,"latest","osx","US",3
"2019-10-05","04:48:37",79425824,"3.6.1","osx","IN",1050
"2019-10-05","04:50:22",79431826,"latest","osx","US",3
"2019-10-05","23:33:18",79425905,"3.6.1","osx","US",1051
"2019-10-05","23:33:55",79429893,"3.6.1","osx",NA,1
"2019-10-05","09:27:28",84681888,"3.6.1","win","ZA",1052
"2019-10-05","09:28:50",84782885,"3.6.1","win","US",152
"2019-10-05","09:29:30",79338817,"3.6.1","osx","US",1053
"2019-10-05","09:29:33",84774887,"3.6.1","win","AT",1054
"2019-10-05","09:30:06",79338807,"3.6.1","osx","US",1055
"2019-10-05","09:30:22",84775301,"3.6.1","win","AT",1056
"2019-10-05","09:30:29",79427858,"3.6.1","osx","NZ",1057
"2019-10-05","23:46:00",84681890,"3.6.1","win","US",1058
"2019-10-05","23:46:09",30499479,"3.6.1","src",NA,1
"2019-10-05","23:46:28",79426815,"3.6.1","osx","GB",1059
"2019-10-05","23:46:25",84775211,"3.6.1","win","CO",1060
"2019-10-05","23:46:49",74971689,"3.3.3","osx",NA,1
"2019-10-05","23:47:46",84783226,"3.6.1","win","AU",1061
"2019-10-05","23:48:44",79427161,"3.6.1","osx","GB",1062
"2019-10-05","23:48:47",84927061,"3.6.1patched","win","US",37
"2019-10-05","23:49:35",84782852,"3.6.1","win","US",1063
"2019-10-05","22:20:41",79426178,"3.6.1","osx",NA,1
"2019-10-05","22:21:00",84775900,"3.6.1","win","US",1064
"2019-10-05","22:21:11",84927167,"3.6.1patched","win","US",20
"2019-10-05","22:21:20",79338810,"latest","osx","US",3
"2019-10-05","22:21:35",84681881,"3.6.1","win","EG",1065
"2019-10-05","22:23:14",84774948,"3.6.1","win","US",1066
"2019-10-05","22:23:12",84681891,"3.6.1","win","IL",1067
"2019-10-05","22:23:19",79433109,"latest","osx","US",3
"2019-10-05","22:23:44",84780214,"3.6.1","win","GB",1068
"2019-10-05","22:23:43",84774913,"3.6.1","win","HR",1069
"2019-10-05","22:23:51",84774902,"3.6.1","win","PT",1070
"2019-10-05","22:24:24",79428856,"3.6.1","osx","US",1071
"2019-10-05","22:23:58",84780340,"3.6.1","win","US",23
"2019-10-05","21:46:14",79425944,"3.6.1","osx",NA,1
"2019-10-05","21:47:24",84775022,"3.6.1","win",NA,1
"2019-10-05","21:47:26",79434602,"3.6.1","osx","US",1072
"2019-10-05","21:47:31",79338817,"latest","osx","US",3
"2019-10-05","21:47:49",30499605,"3.6.1","src","US",1072
"2019-10-05","21:47:59",79338820,"3.6.1","osx","CA",1073
"2019-10-05","21:49:11",84775941,"3.6.1","win","US",1074
"2019-10-05","21:49:54",84780660,"3.6.1","win","TR",1075
"2019-10-05","05:50:50",84775866,"3.6.1","win",NA,1
"2019-10-05","05:53:35",84935354,"3.6.1patched","win","US",11
"2019-10-05","05:54:13",84774906,"3.6.1","win",NA,1
"2019-10-05","05:54:53",77266245,"3.4.4","osx","US",3
"2019-10-05","05:55:24",84774943,"3.6.1","win","IN",1076
"2019-10-05","05:55:25",84776210,"3.6.1","win","IN",1077
"2019-10-05","03:10:32",79429646,"3.6.1","osx",NA,1
"2019-10-05","03:10:55",84779796,"3.6.1","win","NG",1078
"2019-10-05","03:11:56",84681891,"3.6.1","win","CA",1079
"2019-10-05","03:12:29",84780743,"3.6.1","win","US",1080
"2019-10-05","03:13:03",84774901,"3.6.1","win","TW",375
"2019-10-05","03:14:22",84681894,"3.6.1","win","MY",374
"2019-10-05","03:15:26",84778804,"3.6.1","win","CN",1081
"2019-10-05","22:06:33",84776478,"3.6.1","win","RU",1082
"2019-10-05","22:06:43",84782246,"3.6.1","win","US",12
"2019-10-05","22:07:23",84927150,"3.6.1patched","win","US",20
"2019-10-05","22:07:37",77266252,"3.4.4","osx","US",3
"2019-10-05","22:07:28",84780259,"3.6.1","win","US",1083
"2019-10-05","22:07:55",79434460,"latest","osx","US",3
"2019-10-05","22:08:26",78114110,"3.5.3","osx","US",3
"2019-10-05","22:08:59",84780145,"3.6.1","win","US",12
"2019-10-05","22:09:15",84775886,"3.6.1","win","CZ",1084
"2019-10-05","22:09:28",84681890,"3.6.1","win","PE",1085
"2019-10-05","22:09:55",79426255,"3.6.1","osx",NA,1
"2019-10-05","22:10:02",84780333,"3.6.1","win","US",37
"2019-10-05","22:10:12",84775577,"3.6.1","win","AU",745
"2019-10-05","01:41:04",84777708,"3.6.1","win","AU",1086
"2019-10-05","01:41:52",84681894,"3.6.1","win","US",1087
"2019-10-05","01:42:09",84931646,"3.6.1patched","win","US",11
"2019-10-05","01:42:22",74889283,"3.3.3","osx","US",3
"2019-10-05","01:42:30",84782669,"3.6.1","win","NZ",1088
"2019-10-05","01:42:45",79425999,"3.6.1","osx","CA",843
"2019-10-05","01:42:49",79431894,"3.6.1","osx",NA,1
"2019-10-05","01:43:26",84778961,"3.6.1","win","US",1089
"2019-10-05","01:43:46",84931909,"3.6.1patched","win","US",12
"2019-10-05","01:43:58",84681891,"3.6.1","win","CA",1090
"2019-10-05","01:44:12",77266252,"3.4.4","osx","US",3
"2019-10-05","01:44:11",84781788,"3.6.1","win","US",11
"2019-10-05","01:44:32",84932340,"3.6.1patched","win","US",37
"2019-10-05","01:45:31",1277333,"2.14.0","osx","RU",240
"2019-10-05","01:45:20",79427277,"3.6.1","osx","US",1091
"2019-10-05","12:46:06",84774948,"3.6.1","win","OM",1092
"2019-10-05","12:46:36",84774945,"3.6.1","win",NA,1
"2019-10-05","12:47:24",79430848,"latest","osx","US",3
"2019-10-05","12:47:42",84681891,"3.6.1","win","KR",1093
"2019-10-05","12:48:16",79338817,"3.6.1","osx",NA,1
"2019-10-05","12:48:41",84681891,"3.6.1","win","CN",1094
"2019-10-05","12:49:23",84775487,"3.6.1","win","UA",1095
"2019-10-05","12:49:25",79427193,"3.6.1","osx","CZ",261
"2019-10-05","12:49:31",84681891,"3.6.1","win","NL",951
"2019-10-05","12:49:31",79338819,"3.6.1","osx",NA,1
"2019-10-05","12:50:10",78202208,"3.5.3","osx","US",3
"2019-10-05","12:50:12",79426019,"latest","osx","US",3
"2019-10-05","12:50:32",84921436,"3.6.1patched","win","US",11
"2019-10-05","09:55:56",84774920,"3.6.1","win",NA,1
"2019-10-05","09:56:28",84681884,"3.6.1","win","CH",1096
"2019-10-05","09:56:32",82913810,"3.5.3","win","US",20
"2019-10-05","09:56:44",84774983,"3.6.1","win","RU",1097
"2019-10-05","09:56:44",84774894,"3.6.1","win",NA,1
"2019-10-05","09:57:29",2195122,"3.6.1","osx","IT",1098
"2019-10-05","09:57:38",2190284,"3.6.1","osx","IT",1098
"2019-10-05","09:58:13",82914841,"3.5.3","win","US",12
"2019-10-05","09:58:30",82547948,"3.4.4","win","PL",81
"2019-10-05","09:58:37",79427652,"3.6.1","osx","IT",1099
"2019-10-05","09:59:00",84775199,"3.6.1","win","ZA",1100
"2019-10-05","09:58:59",84776785,"3.6.1","win",NA,1
"2019-10-05","09:59:10",84775420,"3.6.1","win",NA,1
"2019-10-05","09:59:13",84775328,"3.6.1","win",NA,1
"2019-10-05","09:59:46",84775651,"3.6.1","win",NA,1
"2019-10-05","08:45:31",79431758,"3.6.1","osx","CH",1101
"2019-10-05","08:45:52",84918485,"devel","win","US",20
"2019-10-05","08:46:54",79430116,"3.6.1","osx",NA,1
"2019-10-05","08:47:13",57161207,"3.1.3","win","PL",81
"2019-10-05","08:47:28",84925844,"3.6.1patched","win","US",23
"2019-10-05","08:47:50",84796335,"3.6.1","win","CN",1102
"2019-10-05","08:48:54",84774771,"3.6.1","win","US",11
"2019-10-05","08:49:16",84776822,"3.6.1","win","DE",1103
"2019-10-05","08:49:59",84775517,"3.6.1","win","US",779
"2019-10-05","08:50:21",79425990,"3.6.1","osx","FR",1104
"2019-10-05","08:50:25",84925845,"3.6.1patched","win","US",11
"2019-10-05","00:10:26",14668,"3.3.0","src","US",1105
"2019-10-05","00:10:54",84681884,"3.6.1","win","US",1106
"2019-10-05","00:11:32",84774836,"3.6.1","win",NA,1
"2019-10-05","00:12:03",84777756,"3.6.1","win","PR",1107
"2019-10-05","00:12:49",1057498,"2.12.2","osx","RU",1108
"2019-10-05","00:12:58",84681884,"3.6.1","win","US",1109
"2019-10-05","00:13:08",82456239,"3.4.4","win","US",20
"2019-10-05","00:13:26",84681894,"3.6.1","win",NA,1
"2019-10-05","00:13:30",84780539,"3.6.1","win","US",1110
"2019-10-05","00:13:38",30499063,"3.6.1","src",NA,1
"2019-10-05","00:13:36",84933465,"3.6.1patched","win","US",12
"2019-10-05","00:14:13",79338810,"latest","osx","US",3
"2019-10-05","00:14:11",84783411,"3.6.1","win","US",11
"2019-10-05","00:15:07",84783093,"3.6.1","win",NA,1
"2019-10-05","07:01:27",84774776,"3.6.1","win","TW",1111
"2019-10-05","07:01:29",84775829,"3.6.1","win","PL",162
"2019-10-05","07:02:00",84774916,"3.6.1","win","PL",162
"2019-10-05","07:02:13",84775316,"3.6.1","win","MY",1112
"2019-10-05","07:02:32",84774948,"3.6.1","win","KR",1113
"2019-10-05","07:03:08",84776616,"3.6.1","win","ES",1114
"2019-10-05","07:03:13",84774826,"3.6.1","win","NO",1115
"2019-10-05","07:04:56",77266245,"3.4.4","osx","US",3
"2019-10-05","07:55:56",84681884,"3.6.1","win","GR",1116
"2019-10-05","07:56:23",84935005,"3.6.1patched","win","US",11
"2019-10-05","07:57:07",79338817,"latest","osx","US",3
"2019-10-05","07:57:37",84681880,"3.6.1","win","IR",1117
"2019-10-05","07:57:56",84779817,"3.6.1","win","KE",1118
"2019-10-05","07:58:07",82819531,"3.5.3","win","US",11
"2019-10-05","07:58:18",84681884,"3.6.1","win","KZ",1119
"2019-10-05","07:58:43",84681890,"3.6.1","win",NA,1
"2019-10-05","07:58:54",84917589,"devel","win","US",23
"2019-10-05","07:59:25",79338817,"3.6.1","osx","FR",1120
"2019-10-05","07:59:41",84785184,"3.6.1","win","US",11
"2019-10-05","07:59:51",84774770,"3.6.1","win","US",12
"2019-10-05","07:59:54",84774896,"3.6.1","win",NA,1
"2019-10-05","10:11:12",84908190,"devel","win","US",11
"2019-10-05","10:11:17",83827693,"3.6.0","win","PL",81
"2019-10-05","10:11:45",1052317,"3.6.1","osx","JP",1121
"2019-10-05","10:12:15",12603951,"3.6.1","win","ES",1122
"2019-10-05","10:12:23",79426870,"latest","osx","US",3
"2019-10-05","10:13:08",84917611,"devel","win","US",11
"2019-10-05","10:14:25",84775653,"3.6.1","win","GB",1123
"2019-10-05","10:14:23",77266256,"3.4.4","osx","US",3
"2019-10-05","10:14:43",84775662,"3.6.1","win","ES",1124
"2019-10-05","10:14:49",79338809,"3.6.1","osx","FR",1125
"2019-10-05","10:14:49",84778881,"3.6.1","win","FR",1126
"2019-10-05","10:14:59",84778628,"3.6.1","win","IS",1127
"2019-10-05","10:15:07",84782224,"3.6.1","win","US",12
"2019-10-05","10:15:11",84681891,"3.6.1","win","AU",1128
"2019-10-05","02:50:39",971829,"2.10.1","osx","RU",57
"2019-10-05","02:50:24",79429937,"3.6.1","osx","US",1129
"2019-10-05","02:51:09",84775787,"3.6.1","win","KR",1130
"2019-10-05","02:50:33",84775617,"3.6.1","win",NA,1
"2019-10-05","02:51:08",79427417,"3.6.1","osx","JP",1131
"2019-10-05","02:52:10",84681895,"3.6.1","win","TW",1132
"2019-10-05","02:52:31",74174151,"3.6.1","osx","CA",1133
"2019-10-05","02:53:24",84783785,"3.6.1","win","US",1134
"2019-10-05","02:53:23",65067807,"3.2.1","win","DO",1135
"2019-10-05","02:55:18",84775912,"3.6.1","win","CN",1136
"2019-10-05","23:50:10",84926943,"3.6.1patched","win","US",11
"2019-10-05","23:51:20",84774883,"3.6.1","win","US",1137
"2019-10-05","23:50:50",84782428,"3.6.1","win","US",11
"2019-10-05","23:52:37",84926215,"3.6.1patched","win","US",37
"2019-10-05","23:52:37",84925944,"3.6.1patched","win","US",37
"2019-10-05","23:54:21",84920498,"devel","win","US",11
"2019-10-05","08:05:38",84782095,"3.6.1","win","PL",109
"2019-10-05","08:05:36",84775110,"3.6.1","win","IN",1138
"2019-10-05","08:05:49",84774768,"3.6.1","win","PL",109
"2019-10-05","08:05:55",84775051,"3.6.1","win","LT",465
"2019-10-05","08:06:12",84774771,"3.6.1","win","PL",109
"2019-10-05","08:06:17",84785443,"3.6.1","win","US",37
"2019-10-05","08:06:25",84774896,"3.6.1","win","PL",109
"2019-10-05","08:06:33",84775220,"3.6.1","win","LT",1139
"2019-10-05","08:06:26",84681894,"3.6.1","win",NA,1
"2019-10-05","08:06:43",84774769,"3.6.1","win","PL",109
"2019-10-05","08:06:41",84774770,"3.6.1","win","PL",109
"2019-10-05","08:06:49",84774770,"3.6.1","win","PL",109
"2019-10-05","08:07:51",84925860,"3.6.1patched","win","US",11
"2019-10-05","08:08:11",84774770,"3.6.1","win","PL",109
"2019-10-05","08:08:10",84774779,"3.6.1","win","PL",109
"2019-10-05","08:08:09",84774769,"3.6.1","win","PL",109
"2019-10-05","08:08:11",84774790,"3.6.1","win","PL",109
"2019-10-05","08:08:17",78200099,"3.5.3","osx","US",3
"2019-10-05","08:08:19",84774770,"3.6.1","win","PL",109
"2019-10-05","08:08:22",84774834,"3.6.1","win","PL",109
"2019-10-05","08:08:16",84774769,"3.6.1","win","PL",109
"2019-10-05","08:08:21",84774788,"3.6.1","win","PL",109
"2019-10-05","08:08:17",84681884,"3.6.1","win","HK",1140
"2019-10-05","08:09:09",84681884,"3.6.1","win","NG",1141
"2019-10-05","08:09:35",84918673,"devel","win","US",11
"2019-10-05","08:10:27",31522241,"3.6.1","win","LT",465
"2019-10-05","21:41:21",84681893,"3.6.1","win",NA,1
"2019-10-05","21:42:55",79338817,"3.6.1","osx","CA",1073
"2019-10-05","21:43:07",84775967,"3.6.1","win",NA,1
"2019-10-05","21:43:12",84775194,"3.6.1","win","US",1142
"2019-10-05","21:43:58",84681891,"3.6.1","win","US",1143
"2019-10-05","21:44:09",84681884,"3.6.1","win","MX",1144
"2019-10-05","21:45:12",84780006,"3.6.1","win",NA,1
"2019-10-05","21:45:22",84781294,"3.6.1","win","NZ",1145
"2019-10-05","04:50:46",84962811,"devel","win","US",12
"2019-10-05","04:51:54",84681883,"3.6.1","win","TH",1146
"2019-10-05","04:51:09",84778533,"3.6.1","win","CN",1147
"2019-10-05","04:52:36",37208552,"3.6.1","osx",NA,1
"2019-10-05","04:52:42",79338811,"3.6.1","osx",NA,1
"2019-10-05","04:53:27",84778297,"3.6.1","win","IN",1148
"2019-10-05","04:53:40",77266245,"3.4.4","osx","US",3
"2019-10-05","04:53:56",8208954,"3.6.1","osx","CN",1149
"2019-10-05","04:54:32",78114103,"3.5.3","osx","US",3
"2019-10-05","04:54:58",84775104,"3.6.1","win","CA",728
"2019-10-05","04:15:54",84775166,"3.6.1","win","US",1150
"2019-10-05","04:16:03",82819531,"3.5.3","win","US",23
"2019-10-05","04:16:19",988552,"3.0.0","osx","RU",121
"2019-10-05","04:16:46",84780823,"3.6.1","win","TH",1151
